DIST,FR,V,CONC.,D
12,0.5,23,19,748.4
12,0.5,23,20,769.3
12,0.5,23,21,790.2
12,0.5,23,22,811.1
12,0.5,23,23,832
12,0.5,23,24,852.9
12,0.5,23,25,873.8
12,0.5,23,26,894.7
12,0.5,23,27,915.6
12,0.5,23,28,936.5
12,0.5,23,29,957.4
12,0.5,23,30,978.3
12,0.5,24,15,664.3
12,0.5,24,16,685.2
12,0.5,24,17,706.1
12,0.5,24,18,727
12,0.5,24,19,747.9
12,0.5,24,20,768.8
12,0.5,24,21,789.7
12,0.5,24,22,810.6
12,0.5,24,23,831.5
12,0.5,24,24,852.4
12,0.5,24,25,873.3
12,0.5,24,26,894.2
12,0.5,24,27,915.1
12,0.5,24,28,936
12,0.5,24,29,956.9
12,0.5,24,30,977.8
12,0.5,25,15,663.8
12,0.5,25,16,684.7
12,0.5,25,17,705.6
12,0.5,25,18,726.5
12,0.5,25,19,747.4
12,0.5,25,20,768.3
12,0.5,25,21,789.2
12,0.5,25,22,810.1
12,0.5,25,23,831
12,0.5,25,24,851.9
12,0.5,25,25,872.8
12,0.5,25,26,893.7
12,0.5,25,27,914.6
12,0.5,25,28,935.5
12,0.5,25,29,956.4
12,0.5,25,30,977.3
12,0.7,15,15,696
12,0.7,15,16,716.9
12,0.7,15,17,737.8
12,0.7,15,18,758.7
12,0.7,15,19,779.6
12,0.7,15,20,800.5
12,0.7,15,21,821.4
12,0.7,15,22,842.3
12,0.7,15,23,863.2
12,0.7,15,24,884.1
12,0.7,15,25,905
12,0.7,15,26,925.9
12,0.7,15,27,946.8
12,0.7,15,28,967.7
12,0.7,15,29,988.6
12,0.7,15,30,1009.5
12,0.7,16,15,695.5
12,0.7,16,16,716.4
12,0.7,16,17,737.3
12,0.7,16,18,758.2
12,0.7,16,19,779.1
12,0.7,16,20,800
12,0.7,16,21,820.9
12,0.7,16,22,841.8
12,0.7,16,23,862.7
12,0.7,16,24,883.6
12,0.7,16,25,904.5
12,0.7,16,26,925.4
12,0.7,16,27,946.3
12,0.7,16,28,967.2
12,0.7,16,29,988.1
12,0.7,16,30,1009
12,0.7,17,15,695
12,0.7,17,16,715.9
12,0.7,17,17,736.8
12,0.7,17,18,757.7
12,0.7,17,19,778.6
12,0.7,17,20,799.5
12,0.7,17,21,820.4
12,0.7,17,22,841.3
12,0.7,17,23,862.2
12,0.7,17,24,883.1
12,0.7,17,25,904
12,0.7,17,26,924.9
12,0.7,17,27,945.8
12,0.7,17,28,966.7
12,0.7,17,29,987.6
12,0.7,17,30,1008.5
12,0.7,18,15,694.5
12,0.7,18,16,715.4
12,0.7,18,17,736.3
12,0.7,18,18,757.2
12,0.7,18,19,778.1
12,0.7,18,20,799
12,0.7,18,21,819.9
12,0.7,18,22,840.8
12,0.7,18,23,861.7
12,0.7,18,24,882.6
12,0.7,18,25,903.5
12,0.7,18,26,924.4
12,0.7,18,27,945.3
12,0.7,18,28,966.2
12,0.7,18,29,987.1
12,0.7,18,30,1008
12,0.7,19,15,694
12,0.7,19,16,714.9
12,0.7,19,17,735.8
12,0.7,19,18,756.7
12,0.7,19,19,777.6
12,0.7,19,20,798.5
12,0.7,19,21,819.4
12,0.7,19,22,840.3
12,0.7,19,23,861.2
12,0.7,19,24,882.1
12,0.7,19,25,903
12,0.7,19,26,923.9
12,0.7,19,27,944.8
12,0.7,19,28,965.7
12,0.7,19,29,986.6
12,0.7,19,30,1007.5
12,0.7,20,15,693.5
12,0.7,20,16,714.4
12,0.7,20,17,735.3
12,0.7,20,18,756.2
12,0.7,20,19,777.1
12,0.7,20,20,798
12,0.7,20,21,818.9
12,0.7,20,22,839.8
12,0.7,20,23,860.7
12,0.7,20,24,881.6
12,0.7,20,25,902.5
12,0.7,20,26,923.4
12,0.7,20,27,944.3
12,0.7,20,28,965.2
12,0.7,20,29,986.1
12,0.7,20,30,1007
12,0.7,21,15,693
12,0.7,21,16,713.9
12,0.7,21,17,734.8
12,0.7,21,18,755.7
12,0.7,21,19,776.6
12,0.7,21,20,797.5
12,0.7,21,21,818.4
12,0.7,21,22,839.3
12,0.7,21,23,860.2
12,0.7,21,24,881.1
12,0.7,21,25,902
12,0.7,21,26,922.9
12,0.7,21,27,943.8
12,0.7,21,28,964.7
12,0.7,21,29,985.6
12,0.7,21,30,1006.5
12,0.7,22,15,692.5
12,0.7,22,16,713.4
12,0.7,22,17,734.3
12,0.7,22,18,755.2
12,0.7,22,19,776.1
12,0.7,22,20,797
12,0.7,22,21,817.9
12,0.7,22,22,838.8
12,0.7,22,23,859.7
12,0.7,22,24,880.6
12,0.7,22,25,901.5
12,0.7,22,26,922.4
12,0.7,22,27,943.3
12,0.7,22,28,964.2
12,0.7,22,29,985.1
12,0.7,22,30,1006
12,0.7,23,15,692
12,0.7,23,16,712.9
12,0.7,23,17,733.8
12,0.7,23,18,754.7
12,0.7,23,19,775.6
12,0.7,23,20,796.5
12,0.7,23,21,817.4
12,0.7,23,22,838.3
12,0.7,23,23,859.2
12,0.7,23,24,880.1
12,0.7,23,25,901
12,0.7,23,26,921.9
12,0.7,23,27,942.8
12,0.7,23,28,963.7
12,0.7,23,29,984.6
12,0.7,23,30,1005.5
12,0.7,24,15,691.5
12,0.7,24,16,712.4
12,0.7,24,17,733.3
12,0.7,24,18,754.2
12,0.7,24,19,775.1
12,0.7,24,20,796
12,0.7,24,21,816.9
12,0.7,24,22,837.8
12,0.7,24,23,858.7
12,0.7,24,24,879.6
12,0.7,24,25,900.5
12,0.7,24,26,921.4
12,0.7,24,27,942.3
12,0.7,24,28,963.2
12,0.7,24,29,984.1
12,0.7,24,30,1005
12,0.7,25,15,691
12,0.7,25,16,711.9
12,0.7,25,17,732.8
12,0.7,25,18,753.7
12,0.7,25,19,774.6
12,0.7,25,20,795.5
12,0.7,25,21,816.4
12,0.7,25,22,837.3
12,0.7,25,23,858.2
12,0.7,25,24,879.1
12,0.7,25,25,900
12,0.7,25,26,920.9
12,0.7,25,27,941.8
12,0.7,25,28,962.7
12,0.7,25,29,983.6
12,0.7,25,30,1004.5
12,1,15,15,736.8
12,1,15,16,757.7
12,1,15,17,778.6
12,1,15,18,799.5
12,1,15,19,820.4
12,1,15,20,841.3
12,1,15,21,862.2
12,1,15,22,883.1
12,1,15,23,904
12,1,15,24,924.9
12,1,15,25,945.8
12,1,15,26,966.7
12,1,15,27,987.6
12,1,15,28,1008.5
12,1,15,29,1029.4
12,1,15,30,1050.3
12,1,16,15,736.3
12,1,16,16,757.2
12,1,16,17,778.1
12,1,16,18,799
12,1,16,19,819.9
12,1,16,20,840.8
12,1,16,21,861.7
12,1,16,22,882.6
12,1,16,23,903.5
12,1,16,24,924.4
12,1,16,25,945.3
12,1,16,26,966.2
12,1,16,27,987.1
12,1,16,28,1008
12,1,16,29,1028.9
12,1,16,30,1049.8
12,1,17,15,735.8
12,1,17,16,756.7
12,1,17,17,777.6
12,1,17,18,798.5
12,1,17,19,819.4
12,1,17,20,840.3
12,1,17,21,861.2
12,1,17,22,882.1
12,1,17,23,903
12,1,17,24,923.9
12,1,17,25,944.8
12,1,17,26,965.7
12,1,17,27,986.6
12,1,17,28,1007.5
12,1,17,29,1028.4
12,1,17,30,1049.3
12,1,18,15,735.3
12,1,18,16,756.2
12,1,18,17,777.1
12,1,18,18,798
12,1,18,19,818.9
12,1,18,20,839.8
12,1,18,21,860.7
12,1,18,22,881.6
12,1,18,23,902.5
12,1,18,24,923.4
12,1,18,25,944.3
12,1,18,26,965.2
12,1,18,27,986.1
12,1,18,28,1007
12,1,18,29,1027.9
12,1,18,30,1048.8
12,1,19,15,734.8
12,1,19,16,755.7
12,1,19,17,776.6
12,1,19,18,797.5
12,1,19,19,818.4
12,1,19,20,839.3
12,1,19,21,860.2
12,1,19,22,881.1
12,1,19,23,902
12,1,19,24,922.9
12,1,19,25,943.8
12,1,19,26,964.7
12,1,19,27,985.6
12,1,19,28,1006.5
12,1,19,29,1027.4
12,1,19,30,1048.3
12,1,20,15,734.3
12,1,20,16,755.2
12,1,20,17,776.1
12,1,20,18,797
12,1,20,19,817.9
12,1,20,20,838.8
12,1,20,21,859.7
12,1,20,22,880.6
12,1,20,23,901.5
12,1,20,24,922.4
12,1,20,25,943.3
12,1,20,26,964.2
12,1,20,27,985.1
12,1,20,28,1006
12,1,20,29,1026.9
12,1,20,30,1047.8
12,1,21,15,733.8
12,1,21,16,754.7
12,1,21,17,775.6
12,1,21,18,796.5
12,1,21,19,817.4
12,1,21,20,838.3
12,1,21,21,859.2
12,1,21,22,880.1
12,1,21,23,901
12,1,21,24,921.9
12,1,21,25,942.8
12,1,21,26,963.7
12,1,21,27,984.6
12,1,21,28,1005.5
12,1,21,29,1026.4
12,1,21,30,1047.3
12,1,22,15,733.3
12,1,22,16,754.2
12,1,22,17,775.1
12,1,22,18,796
12,1,22,19,816.9
12,1,22,20,837.8
12,1,22,21,858.7
12,1,22,22,879.6
12,1,22,23,900.5
12,1,22,24,921.4
12,1,22,25,942.3
12,1,22,26,963.2
12,1,22,27,984.1
12,1,22,28,1005
12,1,22,29,1025.9
12,1,22,30,1046.8
12,1,23,15,732.8
12,1,23,16,753.7
12,1,23,17,774.6
12,1,23,18,795.5
12,1,23,19,816.4
12,1,23,20,837.3
12,1,23,21,858.2
12,1,23,22,879.1
12,1,23,23,900
12,1,23,24,920.9
12,1,23,25,941.8
12,1,23,26,962.7
12,1,23,27,983.6
12,1,23,28,1004.5
12,1,23,29,1025.4
12,1,23,30,1046.3
12,1,24,15,732.3
12,1,24,16,753.2
12,1,24,17,774.1
12,1,24,18,795
12,1,24,19,815.9
12,1,24,20,836.8
12,1,24,21,857.7
12,1,24,22,878.6
12,1,24,23,899.5
12,1,24,24,920.4
12,1,24,25,941.3
12,1,24,26,962.2
12,1,24,27,983.1
12,1,24,28,1004
12,1,24,29,1024.9
12,1,24,30,1045.8
12,1,25,15,731.8
12,1,25,16,752.7
12,1,25,17,773.6
12,1,25,18,794.5
12,1,25,19,815.4
12,1,25,20,836.3
12,1,25,21,857.2
12,1,25,22,878.1
12,1,25,23,899
12,1,25,24,919.9
12,1,25,25,940.8
12,1,25,26,961.7
12,1,25,27,982.6
12,1,25,28,1003.5
12,1,25,29,1024.4
12,1,25,30,1045.3
15,0.2,15,15,366.7
15,0.2,15,16,387.6
15,0.2,15,17,408.5
15,0.2,15,18,429.4
15,0.2,15,19,450.3
15,0.2,15,20,471.2
15,0.2,15,21,492.1
15,0.2,15,22,513
15,0.2,15,23,533.9
15,0.2,15,24,554.8
15,0.2,15,25,575.7
15,0.2,15,26,596.6
15,0.2,15,27,617.5
15,0.2,15,28,638.4
15,0.2,15,29,659.3
15,0.2,15,30,680.2
15,0.2,16,15,366.2
15,0.2,16,16,387.1
15,0.2,16,17,408
15,0.2,16,18,428.9
15,0.2,16,19,449.8
15,0.2,16,20,470.7
15,0.2,16,21,491.6
15,0.2,16,22,512.5
15,0.2,16,23,533.4
15,0.2,16,24,554.3
15,0.2,16,25,575.2
15,0.2,16,26,596.1
15,0.2,16,27,617
15,0.2,16,28,637.9
15,0.2,16,29,658.8
15,0.2,16,30,679.7
15,0.2,17,15,365.7
15,0.2,17,16,386.6
15,0.2,17,17,407.5
15,0.2,17,18,428.4
15,0.2,17,19,449.3
15,0.2,17,20,470.2
15,0.2,17,21,491.1
15,0.2,17,22,512
15,0.2,17,23,532.9
15,0.2,17,24,553.8
15,0.2,17,25,574.7
15,0.2,17,26,595.6
15,0.2,17,27,616.5
15,0.2,17,28,637.4
15,0.2,17,29,658.3
15,0.2,17,30,679.2
15,0.2,18,15,365.2
15,0.2,18,16,386.1
15,0.2,18,17,407
15,0.2,18,18,427.9
15,0.2,18,19,448.8
15,0.2,18,20,469.7
15,0.2,18,21,490.6
15,0.2,18,22,511.5
15,0.2,18,23,532.4
15,0.2,18,24,553.3
15,0.2,18,25,574.2
15,0.2,18,26,595.1
15,0.2,18,27,616
15,0.2,18,28,636.9
15,0.2,18,29,657.8
15,0.2,18,30,678.7
15,0.2,19,15,364.7
15,0.2,19,16,385.6
15,0.2,19,17,406.5
15,0.2,19,18,427.4
15,0.2,19,19,448.3
15,0.2,19,20,469.2
15,0.2,19,21,490.1
15,0.2,19,22,511
15,0.2,19,23,531.9
15,0.2,19,24,552.8
15,0.2,19,25,573.7
15,0.2,19,26,594.6
15,0.2,19,27,615.5
15,0.2,19,28,636.4
15,0.2,19,29,657.3
15,0.2,19,30,678.2
15,0.2,20,15,364.2
15,0.2,20,16,385.1
15,0.2,20,17,406
15,0.2,20,18,426.9
15,0.2,20,19,447.8
15,0.2,20,20,468.7
15,0.2,20,21,489.6
15,0.2,20,22,510.5
15,0.2,20,23,531.4
15,0.2,20,24,552.3
15,0.2,20,25,573.2
15,0.2,20,26,594.1
15,0.2,20,27,615
15,0.2,20,28,635.9
15,0.2,20,29,656.8
15,0.2,20,30,677.7
15,0.2,21,15,363.7
15,0.2,21,16,384.6
15,0.2,21,17,405.5
15,0.2,21,18,426.4
15,0.2,21,19,447.3
15,0.2,21,20,468.2
15,0.2,21,21,489.1
15,0.2,21,22,510
15,0.2,21,23,530.9
15,0.2,21,24,551.8
15,0.2,21,25,572.7
15,0.2,21,26,593.6
15,0.2,21,27,614.5
15,0.2,21,28,635.4
15,0.2,21,29,656.3
15,0.2,21,30,677.2
15,0.2,22,15,363.2
15,0.2,22,16,384.1
15,0.2,22,17,405
15,0.2,22,18,425.9
15,0.2,22,19,446.8
15,0.2,22,20,467.7
15,0.2,22,21,488.6
15,0.2,22,22,509.5
15,0.2,22,23,530.4
15,0.2,22,24,551.3
15,0.2,22,25,572.2
15,0.2,22,26,593.1
15,0.2,22,27,614
15,0.2,22,28,634.9
15,0.2,22,29,655.8
15,0.2,22,30,676.7
15,0.2,23,15,362.7
15,0.2,23,16,383.6
15,0.2,23,17,404.5
15,0.2,23,18,425.4
15,0.2,23,19,446.3
15,0.2,23,20,467.2
15,0.2,23,21,488.1
15,0.2,23,22,509
15,0.2,23,23,529.9
15,0.2,23,24,550.8
15,0.2,23,25,571.7
15,0.2,23,26,592.6
15,0.2,23,27,613.5
15,0.2,23,28,634.4
15,0.2,23,29,655.3
15,0.2,23,30,676.2
15,0.2,24,15,362.2
15,0.2,24,16,383.1
15,0.2,24,17,404
15,0.2,24,18,424.9
15,0.2,24,19,445.8
15,0.2,24,20,466.7
15,0.2,24,21,487.6
15,0.2,24,22,508.5
15,0.2,24,23,529.4
15,0.2,24,24,550.3
15,0.2,24,25,571.2
15,0.2,24,26,592.1
15,0.2,24,27,613
15,0.2,24,28,633.9
15,0.2,24,29,654.8
15,0.2,24,30,675.7
15,0.2,25,15,361.7
15,0.2,25,16,382.6
15,0.2,25,17,403.5
15,0.2,25,18,424.4
15,0.2,25,19,445.3
15,0.2,25,20,466.2
15,0.2,25,21,487.1
15,0.2,25,22,508
15,0.2,25,23,528.9
15,0.2,25,24,549.8
15,0.2,25,25,570.7
15,0.2,25,26,591.6
15,0.2,25,27,612.5
15,0.2,25,28,633.4
15,0.2,25,29,654.3
15,0.2,25,30,675.2
15,0.5,15,15,407.5
15,0.5,15,16,428.4
15,0.5,15,17,449.3
15,0.5,15,18,470.2
15,0.5,15,19,491.1
15,0.5,15,20,512
15,0.5,15,21,532.9
15,0.5,15,22,553.8
15,0.5,15,23,574.7
15,0.5,15,24,595.6
15,0.5,15,25,616.5
15,0.5,15,26,637.4
15,0.5,15,27,658.3
15,0.5,15,28,679.2
15,0.5,15,29,700.1
15,0.5,15,30,721
15,0.5,16,15,407
15,0.5,16,16,427.9
15,0.5,16,17,448.8
15,0.5,16,18,469.7
15,0.5,16,19,490.6
15,0.5,16,20,511.5
15,0.5,16,21,532.4
15,0.5,16,22,553.3
15,0.5,16,23,574.2
15,0.5,16,24,595.1
15,0.5,16,25,616
15,0.5,16,26,636.9
15,0.5,16,27,657.8
15,0.5,16,28,678.7
15,0.5,16,29,699.6
15,0.5,16,30,720.5
15,0.5,17,15,406.5
15,0.5,17,16,427.4
15,0.5,17,17,448.3
15,0.5,17,18,469.2
15,0.5,17,19,490.1
15,0.5,17,20,511
15,0.5,17,21,531.9
15,0.5,17,22,552.8
15,0.5,17,23,573.7
15,0.5,17,24,594.6
15,0.5,17,25,615.5
15,0.5,17,26,636.4
15,0.5,17,27,657.3
15,0.5,17,28,678.2
15,0.5,17,29,699.1
15,0.5,17,30,720
15,0.5,18,15,406
15,0.5,18,16,426.9
15,0.5,18,17,447.8
15,0.5,18,18,468.7
15,0.5,18,19,489.6
15,0.5,18,20,510.5
15,0.5,18,21,531.4
15,0.5,18,22,552.3
15,0.5,18,23,573.2
15,0.5,18,24,594.1
15,0.5,18,25,615
15,0.5,18,26,635.9
15,0.5,18,27,656.8
15,0.5,18,28,677.7
15,0.5,18,29,698.6
15,0.5,18,30,719.5
15,0.5,19,15,405.5
15,0.5,19,16,426.4
15,0.5,19,17,447.3
15,0.5,19,18,468.2
15,0.5,19,19,489.1
15,0.5,19,20,510
15,0.5,19,21,530.9
15,0.5,19,22,551.8
15,0.5,19,23,572.7
15,0.5,19,24,593.6
15,0.5,19,25,614.5
15,0.5,19,26,635.4
15,0.5,19,27,656.3
15,0.5,19,28,677.2
15,0.5,19,29,698.1
15,0.5,19,30,719
15,0.5,20,15,405
15,0.5,20,16,425.9
15,0.5,20,17,446.8
15,0.5,20,18,467.7
15,0.5,20,19,488.6
15,0.5,20,20,509.5
15,0.5,20,21,530.4
15,0.5,20,22,551.3
15,0.5,20,23,572.2
15,0.5,20,24,593.1
15,0.5,20,25,614
15,0.5,20,26,634.9
15,0.5,20,27,655.8
15,0.5,20,28,676.7
15,0.5,20,29,697.6
15,0.5,20,30,718.5
15,0.5,21,15,404.5
15,0.5,21,16,425.4
15,0.5,21,17,446.3
15,0.5,21,18,467.2
15,0.5,21,19,488.1
15,0.5,21,20,509
15,0.5,21,21,529.9
15,0.5,21,22,550.8
15,0.5,21,23,571.7
15,0.5,21,24,592.6
15,0.5,21,25,613.5
15,0.5,21,26,634.4
15,0.5,21,27,655.3
15,0.5,21,28,676.2
15,0.5,21,29,697.1
15,0.5,21,30,718
15,0.5,22,15,404
15,0.5,22,16,424.9
15,0.5,22,17,445.8
15,0.5,22,18,466.7
15,0.5,22,19,487.6
15,0.5,22,20,508.5
15,0.5,22,21,529.4
15,0.5,22,22,550.3
15,0.5,22,23,571.2
15,0.5,22,24,592.1
15,0.5,22,25,613
15,0.5,22,26,633.9
15,0.5,22,27,654.8
15,0.5,22,28,675.7
15,0.5,22,29,696.6
15,0.5,22,30,717.5
15,0.5,23,15,403.5
15,0.5,23,16,424.4
15,0.5,23,17,445.3
15,0.5,23,18,466.2
15,0.5,23,19,487.1
15,0.5,23,20,508
15,0.5,23,21,528.9
15,0.5,23,22,549.8
15,0.5,23,23,570.7
15,0.5,23,24,591.6
15,0.5,23,25,612.5
15,0.5,23,26,633.4
15,0.5,23,27,654.3
15,0.5,23,28,675.2
15,0.5,23,29,696.1
15,0.5,23,30,717
15,0.5,24,15,403
15,0.5,24,16,423.9
15,0.5,24,17,444.8
15,0.5,24,18,465.7
15,0.5,24,19,486.6
15,0.5,24,20,507.5
15,0.5,24,21,528.4
15,0.5,24,22,549.3
15,0.5,24,23,570.2
15,0.5,24,24,591.1
15,0.5,24,25,612
15,0.5,24,26,632.9
15,0.5,24,27,653.8
15,0.5,24,28,674.7
15,0.5,24,29,695.6
15,0.5,24,30,716.5
15,0.5,25,15,402.5
15,0.5,25,16,423.4
15,0.5,25,17,444.3
15,0.5,25,18,465.2
15,0.5,25,19,486.1
15,0.5,25,20,507
15,0.5,25,21,527.9
15,0.5,25,22,548.8
15,0.5,25,23,569.7
15,0.5,25,24,590.6
15,0.5,25,25,611.5
15,0.5,25,26,632.4
15,0.5,25,27,653.3
15,0.5,25,28,674.2
15,0.5,25,29,695.1
15,0.5,25,30,716
15,0.7,15,15,434.7
15,0.7,15,16,455.6
15,0.7,15,17,476.5
15,0.7,15,18,497.4
15,0.7,15,19,518.3
15,0.7,15,20,539.2
15,0.7,15,21,560.1
15,0.7,15,22,581
15,0.7,15,23,601.9
15,0.7,15,24,622.8
15,0.7,15,25,643.7
15,0.7,15,26,664.6
15,0.7,15,27,685.5
15,0.7,15,28,706.4
15,0.7,15,29,727.3
15,0.7,15,30,748.2
15,0.7,16,15,434.2
15,0.7,16,16,455.1
15,0.7,16,17,476
15,0.7,16,18,496.9
15,0.7,16,19,517.8
15,0.7,16,20,538.7
15,0.7,16,21,559.6
15,0.7,16,22,580.5
15,0.7,16,23,601.4
15,0.7,16,24,622.3
15,0.7,16,25,643.2
15,0.7,16,26,664.1
15,0.7,16,27,685
15,0.7,16,28,705.9
15,0.7,16,29,726.8
15,0.7,16,30,747.7
15,0.7,17,15,433.7
15,0.7,17,16,454.6
15,0.7,17,17,475.5
15,0.7,17,18,496.4
15,0.7,17,19,517.3
15,0.7,17,20,538.2
15,0.7,17,21,559.1
15,0.7,17,22,580
15,0.7,17,23,600.9
15,0.7,17,24,621.8
15,0.7,17,25,642.7
15,0.7,17,26,663.6
15,0.7,17,27,684.5
15,0.7,17,28,705.4
15,0.7,17,29,726.3
15,0.7,17,30,747.2
15,0.7,18,15,433.2
15,0.7,18,16,454.1
15,0.7,18,17,475
15,0.7,18,18,495.9
15,0.7,18,19,516.8
15,0.7,18,20,537.7
15,0.7,18,21,558.6
15,0.7,18,22,579.5
15,0.7,18,23,600.4
15,0.7,18,24,621.3
15,0.7,18,25,642.2
15,0.7,18,26,663.1
15,0.7,18,27,684
15,0.7,18,28,704.9
15,0.7,18,29,725.8
15,0.7,18,30,746.7
15,0.7,19,15,432.7
15,0.7,19,16,453.6
15,0.7,19,17,474.5
15,0.7,19,18,495.4
15,0.7,19,19,516.3
15,0.7,19,20,537.2
15,0.7,19,21,558.1
15,0.7,19,22,579
15,0.7,19,23,599.9
15,0.7,19,24,620.8
15,0.7,19,25,641.7
15,0.7,19,26,662.6
15,0.7,19,27,683.5
15,0.7,19,28,704.4
15,0.7,19,29,725.3
15,0.7,19,30,746.2
15,0.7,20,15,432.2
15,0.7,20,16,453.1
15,0.7,20,17,474
15,0.7,20,18,494.9
15,0.7,20,19,515.8
15,0.7,20,20,536.7
15,0.7,20,21,557.6
15,0.7,20,22,578.5
15,0.7,20,23,599.4
15,0.7,20,24,620.3
15,0.7,20,25,641.2
15,0.7,20,26,662.1
15,0.7,20,27,683
15,0.7,20,28,703.9
15,0.7,20,29,724.8
15,0.7,20,30,745.7
15,0.7,21,15,431.7
15,0.7,21,16,452.6
15,0.7,21,17,473.5
15,0.7,21,18,494.4
15,0.7,21,19,515.3
15,0.7,21,20,536.2
15,0.7,21,21,557.1
15,0.7,21,22,578
15,0.7,21,23,598.9
15,0.7,21,24,619.8
15,0.7,21,25,640.7
15,0.7,21,26,661.6
15,0.7,21,27,682.5
15,0.7,21,28,703.4
15,0.7,21,29,724.3
15,0.7,21,30,745.2
15,0.7,22,15,431.2
15,0.7,22,16,452.1
15,0.7,22,17,473
15,0.7,22,18,493.9
15,0.7,22,19,514.8
15,0.7,22,20,535.7
15,0.7,22,21,556.6
15,0.7,22,22,577.5
15,0.7,22,23,598.4
15,0.7,22,24,619.3
15,0.7,22,25,640.2
15,0.7,22,26,661.1
15,0.7,22,27,682
15,0.7,22,28,702.9
15,0.7,22,29,723.8
15,0.7,22,30,744.7
15,0.7,23,15,430.7
15,0.7,23,16,451.6
15,0.7,23,17,472.5
15,0.7,23,18,493.4
15,0.7,23,19,514.3
15,0.7,23,20,535.2
15,0.7,23,21,556.1
15,0.7,23,22,577
15,0.7,23,23,597.9
15,0.7,23,24,618.8
15,0.7,23,25,639.7
15,0.7,23,26,660.6
15,0.7,23,27,681.5
15,0.7,23,28,702.4
15,0.7,23,29,723.3
15,0.7,23,30,744.2
15,0.7,24,15,430.2
15,0.7,24,16,451.1
15,0.7,24,17,472
15,0.7,24,18,492.9
15,0.7,24,19,513.8
15,0.7,24,20,534.7
15,0.7,24,21,555.6
15,0.7,24,22,576.5
15,0.7,24,23,597.4
15,0.7,24,24,618.3
15,0.7,24,25,639.2
15,0.7,24,26,660.1
15,0.7,24,27,681
15,0.7,24,28,701.9
15,0.7,24,29,722.8
15,0.7,24,30,743.7
15,0.7,25,15,429.7
15,0.7,25,16,450.6
15,0.7,25,17,471.5
15,0.7,25,18,492.4
15,0.7,25,19,513.3
15,0.7,25,20,534.2
15,0.7,25,21,555.1
15,0.7,25,22,576
15,0.7,25,23,596.9
15,0.7,25,24,617.8
15,0.7,25,25,638.7
15,0.7,25,26,659.6
15,0.7,25,27,680.5
15,0.7,25,28,701.4
15,0.7,25,29,722.3
15,0.7,25,30,743.2
15,1,15,15,475.5
15,1,15,16,496.4
15,1,15,17,517.3
15,1,15,18,538.2
15,1,15,19,559.1
15,1,15,20,580
15,1,15,21,600.9
15,1,15,22,621.8
15,1,15,23,642.7
15,1,15,24,663.6
15,1,15,25,684.5
15,1,15,26,705.4
15,1,15,27,726.3
15,1,15,28,747.2
15,1,15,29,768.1
15,1,15,30,789
15,1,16,15,475
15,1,16,16,495.9
15,1,16,17,516.8
15,1,16,18,537.7
15,1,16,19,558.6
15,1,16,20,579.5
15,1,16,21,600.4
15,1,16,22,621.3
15,1,16,23,642.2
15,1,16,24,663.1
15,1,16,25,684
15,1,16,26,704.9
15,1,16,27,725.8
15,1,16,28,746.7
15,1,16,29,767.6
15,1,16,30,788.5
15,1,17,15,474.5
15,1,17,16,495.4
15,1,17,17,516.3
15,1,17,18,537.2
15,1,17,19,558.1
15,1,17,20,579
15,1,17,21,599.9
15,1,17,22,620.8
15,1,17,23,641.7
15,1,17,24,662.6
15,1,17,25,683.5
15,1,17,26,704.4
15,1,17,27,725.3
15,1,17,28,746.2
15,1,17,29,767.1
15,1,17,30,788
15,1,18,15,474
15,1,18,16,494.9
15,1,18,17,515.8
15,1,18,18,536.7
15,1,18,19,557.6
15,1,18,20,578.5
15,1,18,21,599.4
15,1,18,22,620.3
15,1,18,23,641.2
15,1,18,24,662.1
15,1,18,25,683
15,1,18,26,703.9
15,1,18,27,724.8
15,1,18,28,745.7
15,1,18,29,766.6
15,1,18,30,787.5
15,1,19,15,473.5
15,1,19,16,494.4
15,1,19,17,515.3
15,1,19,18,536.2
15,1,19,19,557.1
15,1,19,20,578
15,1,19,21,598.9
15,1,19,22,619.8
15,1,19,23,640.7
15,1,19,24,661.6
15,1,19,25,682.5
15,1,19,26,703.4
15,1,19,27,724.3
15,1,19,28,745.2
15,1,19,29,766.1
15,1,19,30,787
15,1,20,15,473
15,1,20,16,493.9
15,1,20,17,514.8
15,1,20,18,535.7
15,1,20,19,556.6
15,1,20,20,577.5
15,1,20,21,598.4
15,1,20,22,619.3
15,1,20,23,640.2
15,1,20,24,661.1
15,1,20,25,682
15,1,20,26,702.9
15,1,20,27,723.8
15,1,20,28,744.7
15,1,20,29,765.6
15,1,20,30,786.5
15,1,21,15,472.5
15,1,21,16,493.4
15,1,21,17,514.3
15,1,21,18,535.2
15,1,21,19,556.1
15,1,21,20,577
15,1,21,21,597.9
15,1,21,22,618.8
15,1,21,23,639.7
15,1,21,24,660.6
15,1,21,25,681.5
15,1,21,26,702.4
15,1,21,27,723.3
15,1,21,28,744.2
15,1,21,29,765.1
15,1,21,30,786
15,1,22,15,472
15,1,22,16,492.9
15,1,22,17,513.8
15,1,22,18,534.7
15,1,22,19,555.6
15,1,22,20,576.5
15,1,22,21,597.4
15,1,22,22,618.3
15,1,22,23,639.2
15,1,22,24,660.1
15,1,22,25,681
15,1,22,26,701.9
15,1,22,27,722.8
15,1,22,28,743.7
15,1,22,29,764.6
15,1,22,30,785.5
15,1,23,15,471.5
15,1,23,16,492.4
15,1,23,17,513.3
